"name" "value"
"Comox" "NA"
"Lummi" "NA"
"Klallam" "Patrilocal"
"Puyallup" "NA"
"Quileute" "Patrilocal"
"Lower Chinook" "Patrilocal"
"Twana" "Patrilocal"
"Tillamook" "NA"
"Coos" "NA"
"Tlingit" "Matrilocal"
"Heiltsuk" "NA"
"Makah" "Patrilocal"
"Quinault" "NA"
"Cowichan" "NA"
"Stó:lō" "NA"
"Alsea" "NA"
"Siuslaw" "NA"
"Kwakwaka'wakw" "NA"
"Takelma" "Patrilocal"
"Tututni" "Patrilocal"
"Shasta" "NA"
"Chimariko" "Ambilocal"
"Karuk" "NA"
"Hupa" "NA"
"Wiyot" "NA"
"Lassik" "Ambilocal"
"Mattole-Bear River" "NA"
"Sinkyone" "Ambilocal"
"Yurok" "NA"
"Eyak" "Matrilocal"
"Tolowa" "Patrilocal"
"Tsimshian" "Matrilocal"
"Haisla" "Matrilocal"
"Nuxalk" "NA"
"Nomlaki" "Patrilocal"
"Achumawi" "NA"
"Yana" "Patrilocal"
"Maidu" "NA"
"Nisenan" "NA"
"Wintu" "NA"
"Coast Yuki" "Ambilocal"
"Huchnom" "Patrilocal"
"Northern Pomo" "Ambilocal"
"Eastern Pomo" "Ambilocal"
"Southern Pomo" "Matrilocal"
"Tübalulabal" "NA"
"Wappo" "Ambilocal"
"Lake Miwok" "NA"
"Patwin" "Ambilocal"
"Western Mono" "Patrilocal"
"Southern Valley Yokuts" "Patrilocal"
"Wukchumni" "Patrilocal"
"Salinan" "Patrilocal"
"Kawaiisu" "Patrilocal"
"Chumash" "Patrilocal"
"Tongva" "Patrilocal"
"Northern Foothill Yokuts" "Patrilocal"
"Serrano" "Patrilocal"
"Cahuilla (Desert)" "Patrilocal"
"Cupeño" "Patrilocal"
"Luiseño" "Patrilocal"
"Kiliwa" "Patrilocal"
"Atsugewi" "Patrilocal"
"Central Sierra Miwok" "Patrilocal"
"Kumeyaay" "Patrilocal"
"Yuki" "Patrilocal"
"Klamath" "NA"
"Modoc" "NA"
"Tenino" "NA"
"Nlaka'pamux" "NA"
"Shuswap" "Patrilocal"
"Bitterroot Salish" "NA"
"Kalispel" "NA"
"Coeur d’Alene" "Patrilocal"
"Sinkaitk" "Ambilocal"
"Wenatchi" "Patrilocal"
"Klikitat" "NA"
"Wishram" "NA"
"Umatilla" "Patrilocal"
"Southern Ute" "NA"
"Nez Perce" "NA"
"Tagotoka" "Ambilocal"
"Wadadokado" "NA"
"Atsakudokwa" "Ambilocal"
"Kidutokado" "Ambilocal"
"Sawakudokwa" "NA"
"Wadatkuht" "Ambilocal"
"Kuyuidokado" "Matrilocal"
"Toedokado" "Ambilocal"
"Tunava (Deep Springs and Fish Lake)" "Ambilocal"
"Havasupai" "Patrilocal"
"Eastern Mono" "NA"
"Koso" "Patrilocal"
"Tümpisa Shoshone (Saline and Panamint)" "Matrilocal"
"Beatty" "Ambilocal"
"Lida Shoshoni" "Ambilocal"
"Mahaguaduka" "NA"
"Wiyambituka" "Patrilocal"
"Railroad Valley Shoshoni" "Ambilocal"
"Ely Shoshoni" "Ambilocal"
"Spring Valley Shoshoni" "Ambilocal"
"Sanpoil" "Patrilocal"
"Tubaduka" "Matrilocal"
"Wadaduka" "NA"
"Elko Shoshoni" "Ambilocal"
"White Knife Shoshoni" "NA"
"Yahanduka" "NA"
"Bohogue" "Ambilocal"
"Agaiduka" "Patrilocal"
"Tukudika" "NA"
"Gosiute" "NA"
"Antarianunts" "Matrilocal"
"Hukundika" "Ambilocal"
"Panguitch" "NA"
"Moapa" "Matrilocal"
"Shivwits" "Ambilocal"
"Southern Paiute (Kaibab)" "Patrilocal"
"Chemehuevi" "Ambilocal"
"Southern Paiute (Las Vegas)" "Ambilocal"
"San Juan" "NA"
"Pahvant" "NA"
"Uintah Ute" "NA"
"Moanunts" "Matrilocal"
"Washo" "Ambilocal"
"Moache" "Matrilocal"
"Taviwatsiu" "Matrilocal"
"Uncompahgre Ute" "Matrilocal"
"Bannock" "NA"
"Wind River Eastern Shoshone" "Matrilocal"
"Hualapai" "NA"
"Yavapai" "Ambilocal"
"Tolkepaya" "Ambilocal"
"Kutenai" "NA"
"Chilcotin" "NA"
"Lillooet" "NA"
"Gros Ventre" "NA"
"Arikara" "Matrilocal"
"Assiniboine" "NA"
"Blackfoot" "NA"
"Kainai" "Patrilocal"
"Bungi" "NA"
"Hidatsa" "Matrilocal"
"Karankawa" "Ambilocal"
"Kiowa" "NA"
"Piegan" "Patrilocal"
"Plains Cree" "Patrilocal"
"Kiowa Apache" "NA"
"Santee" "NA"
"Coahuilteco" "NA"
"Comanche" "Ambilocal"
"Crow" "Patrilocal"
"Cheyenne" "NA"
"Mandan" "Matrilocal"
"Sarcee" "Patrilocal"
"Teton" "NA"
"Arapaho" "Matrilocal"
"Iowa" "Patrilocal"
"Otoe" "Patrilocal"
"Ponca" "Patrilocal"
"Shawnee" "Patrilocal"
"Caddo" "Matrilocal"
"Kickapoo" "Patrilocal"
"Ho Chunk" "Patrilocal"
"Omaha" "Patrilocal"
"Myaamia" "Patrilocal"
"Wichita" "NA"
"Pawnee" "Matrilocal"
"Fox" "Ambilocal"
"Hasinai" "NA"
"Menominee" "Patrilocal"
"Huron" "Matrilocal"
"Seneca" "Matrilocal"
"Yuchi" "Neolocal"
"Choctaw" "Matrilocal"
"Abenaki" "Patrilocal"
"Chickasaw" "Matrilocal"
"Chitimacha" "NA"
"Seminole" "Matrilocal"
"Muscogee" "Matrilocal"
"Penobscot" "Ambilocal"
"Cherokee" "Matrilocal"
"Delaware" "Matrilocal"
"Natchez" "Patrilocal"
"Timucua" "Matrilocal"
"Catawba" "Neolocal"
"Chiricahua" "NA"
"Isleta" "Neolocal"
"San Ildefonso" "Neolocal"
"Santa Ana" "Ambilocal"
"Acoma" "Ambilocal"
"Laguna" "Matrilocal"
"Mescalero" "Matrilocal"
"Jicarilla" "Matrilocal"
"Western Apache" "Matrilocal"
"Hopi" "Matrilocal"
"Cocopa" "Patrilocal"
"Hano" "Matrilocal"
"Kamia" "Patrilocal"
"Mojave" "Ambilocal"
"Quechan" "Patrilocal"
"Kewyipaya" "Ambilocal"
"Lipan Apache" "Matrilocal"
"Sia" "Neolocal"
"Santa Clara" "Neolocal"
"Kewa" "Ambilocal"
"Navajo" "Matrilocal"
"Zuni" "Matrilocal"
"Maricopa" "Patrilocal"
"Taos" "Neolocal"
"Cochiti" "Matrilocal"
"Jemez" "Neolocal"
"Picuris" "Neolocal"
"Tarahumara" "Neolocal"
"Tohono O'odham" "Patrilocal"
"Huichol" "Ambilocal"
"Seri" "Patrilocal"
"Chichimeca" "NA"
"Pima" "Patrilocal"
"Yaqui" "Patrilocal"
"Opata" "Neolocal"
"Tepehuán" "NA"
"Chinantec" "Patrilocal"
"Zapotec" "Patrilocal"
"Huastec" "Patrilocal"
"Mixtec" "NA"
"Otomí" "Neolocal"
"Tequistlatec" "Patrilocal"
"Aztec" "Patrilocal"
"Sierra Popoluca" "Patrilocal"
"Totonac" "Patrilocal"
"Mazateco" "Patrilocal"
"Huave" "NA"
"Mixe" "Patrilocal"
"Tarasco" "Patrilocal"
"Tlaxcalans" "Patrilocal"
"Guna" "Matrilocal"
"Lacandon" "Patrilocal"
"Kaqchikel" "Patrilocal"
"Lenca" "Neolocal"
"K'iche'" "Patrilocal"
"Ngäbe" "Matrilocal"
"Jakaltek" "Patrilocal"
"Tolupan" "Neolocal"
"Poqomam" "Patrilocal"
"Tzeltal" "Patrilocal"
"Ch'orti'" "Ambilocal"
"Emberá" "Neolocal"
"Bribri" "Neolocal"
"Yucatec Maya" "Patrilocal"
"Garifuna" "Neolocal"
"Mam" "Patrilocal"
"Miskito" "Matrilocal"
"Callinago" "Matrilocal"
"Cágaba" "Matrilocal"
"Barí (Motilon)" "NA"
"Cariña" "NA"
"Paraujano" "Ambilocal"
"Wayuu" "Matrilocal"
"Yupa" "Matrilocal"
"Taíno" "Patrilocal"
"Haitians" "Neolocal"
"Warao" "Matrilocal"
"Lokono" "Matrilocal"
"Camaracoto" "Patrilocal"
"Macushi" "Matrilocal"
"Panare" "NA"
"Rucuyen" "Matrilocal"
"Taulípang" "Matrilocal"
"Ye'kuana" "Matrilocal"
"Piapoco" "Patrilocal"
"Ndyuka" "Matrilocal"
"Pumé" "Matrilocal"
"Barama River Carib" "Ambilocal"
"Guahibo" "Matrilocal"
"Wapishana" "Patrilocal"
"Saramaccan " "Matrilocal"
"Yabarana" "NA"
"Piaroa" "Matrilocal"
"Curripaco" "Patrilocal"
"Munduruku" "NA"
"Tapirapé" "Matrilocal"
"Palikur" "Patrilocal"
"Guaica" "Ambilocal"
"Sateré Mawé" "Patrilocal"
"Shiriana" "Matrilocal"
"Wai-wai" "Ambilocal"
"Sanema" "Ambilocal"
"Yanomami" "Patrilocal"
"Sirionó" "Matrilocal"
"Cocama" "Patrilocal"
"Chácobo" "Patrilocal"
"Tucano" "Patrilocal"
"Ticuna" "Patrilocal"
"Shuar" "Neolocal"
"Yagua" "Patrilocal"
"Cubeo" "Patrilocal"
"Witoto" "Patrilocal"
"Camba" "Neolocal"
"Amahuaca" "Patrilocal"
"Shipibo-Conibo" "Matrilocal"
"Inca" "Patrilocal"
"Aymara" "Patrilocal"
"Chachi" "NA"
"U'wa" "NA"
"Páez" "Neolocal"
"Muisca" "Patrilocal"
"Asháninka" "NA"
"Piro" "Matrilocal"
"Uru" "Neolocal"
"Yahgan" "Patrilocal"
"Mapuche" "Patrilocal"
"Ona" "Patrilocal"
"Tehuelche" "Patrilocal"
"Alacaluf" "Ambilocal"
"Wichí" "NA"
"Terena" "Ambilocal"
"Abipón" "Neolocal"
"Kadiwéu" "Matrilocal"
"Choroti" "Matrilocal"
"Chamacoco" "NA"
"Guaraní" "Patrilocal"
"Toba" "Ambilocal"
"Lengua" "NA"
"Bororo" "Matrilocal"
"Kuikuru" "Patrilocal"
"Trumai" "Patrilocal"
"Bacairi" "Patrilocal"
"Nambikwara" "NA"
"Kamayurá" "Patrilocal"
"Guató" "Neolocal"
"Paresi" "NA"
"Umotina" "Patrilocal"
"Aweti" "NA"
"Carajá" "Matrilocal"
"Cayua" "Patrilocal"
"Shavante" "Matrilocal"
"Sherente" "Patrilocal"
"Aweikoma" "Ambilocal"
"Canela" "Matrilocal"
"Aimoré" "NA"
"Tenetehara" "Matrilocal"
"Apinaye" "Matrilocal"
"Tupinambá" "NA"
"Kayapo" "Matrilocal"
"Bashkir" "Patrilocal"
"Besermyan" "Patrilocal"
"Chuvash" "Patrilocal"
"Erzya Mordvins" "Patrilocal"
"Estonians" "NA"
"Gagauz" "Neolocal"
"Ingrians" "Patrilocal"
"Karelians" "Patrilocal"
"Kazan tatar" "Patrilocal"
"Latvians" "Patrilocal"
"Lithuanian Karaim" "Patrilocal"
"Lithuanian Tatar" "NA"
"Livs" "Patrilocal"
"Moldovans" "Patrilocal"
"Udmurt" "NA"
"Veps" "Patrilocal"
"Votes" "Patrilocal"
"Nganasan" "Patrilocal"
"Itelmen" "Patrilocal"
"Ungazikmit" "Patrilocal"
"Mansi" "Patrilocal"
"Evenk" "Patrilocal"
"Negidal" "Patrilocal"
"Ulch" "Patrilocal"
"Orok" "Patrilocal"
"Oroch" "Patrilocal"
"Udihe" "Patrilocal"
