"name" "value"
"Saadi" "Patrilocal"
"Sahel" "Patrilocal"
"Sanusi" "Patrilocal"
"Tunisians" "Patrilocal"
"Osset" "Patrilocal"
"Chechen" "Patrilocal"
"Georgians" "Patrilocal"
"Svan" "Patrilocal"
"Armenians" "Patrilocal"
"Kurd" "Patrilocal"
"Druze" "Patrilocal"
"Yemeni" "Patrilocal"
"Banyang" "Patrilocal"
"Boki" "Patrilocal"
"Ekoi" "Patrilocal"
"Efik" "Patrilocal"
"Ibibio" "Patrilocal"
"Ijaw" "Patrilocal"
"Itsekiri" "Patrilocal"
"Afikpo" "Patrilocal"
"Edo" "Patrilocal"
"Isoko" "Patrilocal"
"Kukuruku" "Patrilocal"
"Afo" "Patrilocal"
"Gbari" "Patrilocal"
"Idoma" "Patrilocal"
"Igala" "Patrilocal"
"Koro" "Patrilocal"
"Egba" "Patrilocal"
"Ekiti" "Patrilocal"
"Ife" "Patrilocal"
"Adangme" "Patrilocal"
"Ewe" "Patrilocal"
"Buem" "Patrilocal"
"Abron" "Patrilocal"
"Anyi" "Patrilocal"
"Assini" "Patrilocal"
"Attie" "Patrilocal"
"Fanti" "Patrilocal"
"Ga" "Neolocal"
"Alagya" "Matrilocal"
"Avikam" "Patrilocal"
"Bakwe" "Patrilocal"
"Kran" "Patrilocal"
"Kru" "Patrilocal"
"Sapo" "Patrilocal"
"Dan" "Patrilocal"
"Gagu" "Patrilocal"
"Guro" "Patrilocal"
"Tura" "Patrilocal"
"Gbande" "Patrilocal"
"Gola" "Patrilocal"
"Ngere" "Patrilocal"
"Temne" "Patrilocal"
"Vai" "Patrilocal"
"Baga" "Patrilocal"
"Balante" "Patrilocal"
"Banyune" "Patrilocal"
"Biafada" "Patrilocal"
"Bijogo" "Matrilocal"
"Diola" "Patrilocal"
"Pepel" "Patrilocal"
"Bassari" "Patrilocal"
"Serer" "Patrilocal"
"Kasonke" "Patrilocal"
"Koranko" "Patrilocal"
"Soninke" "Patrilocal"
"Susu" "Patrilocal"
"Diula" "Patrilocal"
"Nono" "Patrilocal"
"Samo" "Patrilocal"
"Bobo" "Patrilocal"
"Minianka" "Patrilocal"
"Senufo" "Patrilocal"
"Dian" "Patrilocal"
"Dorosie" "Patrilocal"
"Kulango" "Patrilocal"
"Lowiili" "Patrilocal"
"Awuna" "Patrilocal"
"Builsa" "Patrilocal"
"Dagari" "Patrilocal"
"Isala" "Patrilocal"
"Kusasi" "Patrilocal"
"Nunuma" "Patrilocal"
"Vagala" "Patrilocal"
"Dagomba" "NA"
"Gurma" "Patrilocal"
"Manprusi" "Patrilocal"
"Mossi Ouagadou" "Patrilocal"
"Basari" "Patrilocal"
"Kabre" "Patrilocal"
"Moba" "Patrilocal"
"Somba" "Patrilocal"
"Tem" "Patrilocal"
"Basa" "Patrilocal"
"Basakomo" "Patrilocal"
"Dakakari" "Patrilocal"
"Kamuku" "Patrilocal"
"Reshe" "Patrilocal"
"Angas" "Patrilocal"
"Birom" "Patrilocal"
"Borrom" "Patrilocal"
"Kadara" "Patrilocal"
"Kagoro" "Patrilocal"
"Kurama" "Patrilocal"
"Yergum" "Patrilocal"
"Jibu" "Matrilocal"
"Kentu" "Patrilocal"
"Tigon" "Patrilocal"
"Ndoro" "Matrilocal"
"Zuande" "Patrilocal"
"Chamba" "Patrilocal"
"Daka" "Matrilocal"
"Longuda" "Matrilocal"
"Mumuye" "Patrilocal"
"Vere" "Patrilocal"
"Yungur" "Patrilocal"
"Bata" "Patrilocal"
"Bura" "Patrilocal"
"Gude" "Patrilocal"
"Hona" "Patrilocal"
"Kapsiki" "Patrilocal"
"Podokwo" "Patrilocal"
"Fali" "Patrilocal"
"Laka" "Patrilocal"
"Mbum" "Patrilocal"
"Mundang" "Patrilocal"
"Namshi" "Patrilocal"
"Gisiga" "Patrilocal"
"Kotoko" "Patrilocal"
"Musgu" "Patrilocal"
"Tuburi" "Patrilocal"
"Bagirmi" "Patrilocal"
"Sara" "Patrilocal"
"Bwaka" "Patrilocal"
"Mandja" "Patrilocal"
"Mbandja" "NA"
"Ngbandi" "Patrilocal"
"Abarambo" "Patrilocal"
"Popoi" "Patrilocal"
"Lendu" "Patrilocal"
"Lese" "Patrilocal"
"Logo" "Patrilocal"
"Lugbara" "Patrilocal"
"Madi" "Patrilocal"
"Moru" "Patrilocal"
"Bongo" "Patrilocal"
"Jur" "Patrilocal"
"Koalib" "Patrilocal"
"Korongo" "Matrilocal"
"Mesakin" "Matrilocal"
"Moro" "Patrilocal"
"Tira" "Patrilocal"
"Tullishi" "Patrilocal"
"Nyima" "Patrilocal"
"Anuak" "Patrilocal"
"Meban" "Patrilocal"
"Koma" "Patrilocal"
"Mao" "Patrilocal"
"Fajulu" "Patrilocal"
"Kakwa" "Patrilocal"
"Kuku" "Patrilocal"
"Mondari" "Patrilocal"
"Alur" "Patrilocal"
"Bodi" "NA"
"Didinga" "Patrilocal"
"Suri" "Patrilocal"
"Jie" "Patrilocal"
"Labwor" "NA"
"Plains Suk" "Patrilocal"
"Topotha" "Patrilocal"
"Keyu" "Patrilocal"
"Hill Suk" "Patrilocal"
"Sapei" "Patrilocal"
"Tatoga" "Patrilocal"
"Djafun" "Patrilocal"
"Liptako" "Patrilocal"
"Tukulor" "Patrilocal"
"Wodaabe Fulani" "Patrilocal"
"Tazarawa" "Patrilocal"
"Zazzagawa Hausa" "Patrilocal"
"Bachama" "Patrilocal"
"Dera" "Patrilocal"
"Ngizim" "Patrilocal"
"Mambwe" "Patrilocal"
"Samburu" "Patrilocal"
"Jimma" "Patrilocal"
"Madan" "Patrilocal"
"Kashmir" "Patrilocal"
"Koya" "Patrilocal"
"Lawa" "Patrilocal"
"Ami" "Matrilocal"
"Bunun" "Patrilocal"
"Puyuma" "Matrilocal"
"Sugbuhanon" "Neolocal"
"Badjau Tawi-Tawi" "Ambilocal"
"Yami" "Patrilocal"
"Kimam" "Patrilocal"
"Choiseulese" "Patrilocal"
"Kapingamarang" "Matrilocal"
"Ponca" "Patrilocal"
"Huave" "Patrilocal"
"Hungarian" "Patrilocal"
"Bakhtiari" "Patrilocal"
"Goldi" "Patrilocal"
"Ob Ostyak" "Patrilocal"
"Shantung" "Patrilocal"
"Khond" "Patrilocal"
"Muong" "Patrilocal"
"Manobo" "Patrilocal"
"Kubu" "Ambilocal"
"Ili-Mandiri" "Patrilocal"
"Kei" "Patrilocal"
"Sumbanese" "Patrilocal"
"Tobelorese" "Patrilocal"
"Marindamin" "Neolocal"
"Futunans" "Patrilocal"
"Niueans" "Patrilocal"
"Rennell" "NA"
"Tokelau (1)" "Matrilocal"
"Tongans" "Patrilocal"
"Uveans" "Patrilocal"
"Easter Island" "Patrilocal"
"Tongarevans" "Patrilocal"
"Cakchiquel" "Patrilocal"
"Lenca" "Neolocal"
"Taino" "Patrilocal"
"Cocama" "Patrilocal"
"Paressi" "Matrilocal"
"French Canadians" "Neolocal"
"Lithuanians" "Patrilocal"
"Iranians" "Patrilocal"
"Gujarati" "Patrilocal"
"Muria Gond" "Patrilocal"
"Senoi" "Ambilocal"
"Kalinga" "Matrilocal"
"Ambonese" "Patrilocal"
"Tasmanians" "NA"
"Wongaibon" "Patrilocal"
"Koita" "Patrilocal"
"Mailu" "Patrilocal"
"Mekeo" "Patrilocal"
"Muju" "Patrilocal"
"Koiari" "Patrilocal"
"Mafulu" "Patrilocal"
"Ngarawapum" "Patrilocal"
"Banaro" "Patrilocal"
"Busama" "Patrilocal"
"Manam" "Patrilocal"
"Mimika" "Matrilocal"
"Aua" "Neolocal"
"Dahuni" "Patrilocal"
"Santa Cruz" "Patrilocal"
"Tannese" "Patrilocal"
"Shawnee" "Patrilocal"
"Choctaw" "Matrilocal"
"Pima" "Patrilocal"
"Yaqui" "Patrilocal"
"Mixe" "Patrilocal"
"Tarasco" "Patrilocal"
"Tlaxcalans" "Patrilocal"
"Zapotec" "Patrilocal"
"Quiche" "Patrilocal"
"Chacobo" "Patrilocal"
"Lengua" "Matrilocal"
"Umotina" "Patrilocal"
"Cayua" "Patrilocal"
"Bisa" "Patrilocal"
"Baditu" "Patrilocal"
"Dorse" "Patrilocal"
"Shako" "Patrilocal"
"Marri" "Patrilocal"
"Sumbawanese" "Neolocal"
"Walbiri" "Patrilocal"
"Fore" "Patrilocal"
"Sio" "Patrilocal"
"Soromadja" "Patrilocal"
"Lamotrek" "Matrilocal"
"Mistassini" "Patrilocal"
"Djuka" "Matrilocal"
"Shavante" "Matrilocal"
"Bomvana" "Patrilocal"
"Chopi" "Patrilocal"
"Yalunka" "Patrilocal"
"Karamojong" "Patrilocal"
"Pari" "Patrilocal"
"Hadendowa" "Patrilocal"
"Romanians" "Neolocal"
"Uzbek" "Patrilocal"
"Selkup" "Patrilocal"
"Ishigakians" "Patrilocal"
"Man" "Patrilocal"
"Miyakans" "Patrilocal"
"Kachari" "Patrilocal"
"Bihari" "Patrilocal"
"Reddi" "Patrilocal"
"Antaisaka" "Patrilocal"
"Betsileo" "Patrilocal"
"Kuki" "Patrilocal"
"Bilaan" "Neolocal"
"Bisayan" "Neolocal"
"Gidjingali" "Patrilocal"
"Yir Yoront" "Patrilocal"
"Bgu" "Ambilocal"
"Iatmul" "Patrilocal"
"Samarokena" "Patrilocal"
"Star Mountain" "Patrilocal"
"Bakovi" "Patrilocal"
"Bwaidoga" "Patrilocal"
"Koobe" "Patrilocal"
"Kwaio" "Patrilocal"
"Molima" "Patrilocal"
"Epi" "NA"
"Eromangans" "Patrilocal"
"Ranon" "Patrilocal"
"Coahuilteco" "NA"
"Caddo" "Matrilocal"
"Kickapoo" "Patrilocal"
"Abnaki" "Patrilocal"
"Chickasaw" "Matrilocal"
"Chitimacha" "NA"
"Santa Clara" "Neolocal"
"Santo Domingo" "Ambilocal"
"Opata" "Neolocal"
"Tepehuan" "NA"
"Huastec" "Patrilocal"
"Mixtec" "NA"
"Otomi" "Neolocal"
"Tequistlatec" "Patrilocal"
"Guaymi" "Matrilocal"
"Jacaltec" "Patrilocal"
"Jicaque" "Neolocal"
"Pokomam" "Patrilocal"
"Haitians" "Neolocal"
"Tucano" "Patrilocal"
"Piro" "Matrilocal"
"Uru" "Neolocal"
"Aueto" "NA"
"Cantonese" "Patrilocal"
"Punan" "NA"
"Kodi" "Patrilocal"
"Kaguru" "Matrilocal"
"Ngulu" "Matrilocal"
"Magar" "Patrilocal"
"Groote Eylandt" "Patrilocal"
"Kaoka" "Matrilocal"
"Tangu" "Matrilocal"
"Kuikuru" "Patrilocal"
"Afghans" "Patrilocal"
"Quahgai" "Patrilocal"
"Dani" "Patrilocal"
"Elema" "Patrilocal"
"Spanish Basques" "Patrilocal"
"Russians" "Neolocal"
"Punjabi" "Patrilocal"
"Chekiang" "Neolocal"
"Uttar Pradesh" "Patrilocal"
"Khmer" "Neolocal"
"Negri Sembilan" "Matrilocal"
"Upolu" "Patrilocal"
"Yanomamo" "Patrilocal"
"Abkhaz" "Patrilocal"
"Marshallese" "Matrilocal"
"Mbau Fijians" "Patrilocal"
